#title = mean sea level anomaly global ocean (66S to 66N) (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.96 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2017.5827,,,,55.73000
2017.6098,,,,55.63000
2017.6369,,,,56.13000
2017.6641,,,,57.23000
2017.6913,,,,60.43000
2017.7185,,,,61.33000
2017.7455,,,,60.23000
2017.7727,,,,59.83000
2017.7999,,,,61.73000
2017.8271,,,,63.43000
2017.8542,,,,64.83000
2017.8813,,,,63.83000
2017.9085,,,,64.03000
2017.9355,,,,62.13000
2017.9628,,,,61.03000
2017.9899,,,,57.63000
2018.0170,,,,56.33000
2018.0442,,,,54.73000
2018.0713,,,,55.13000
2018.0985,,,,55.33000
2018.1256,,,,52.63000
2018.1527,,,,51.23000
2018.1800,,,,52.83000
2018.2070,,,,53.33000
2018.2342,,,,52.23000
2018.2614,,,,50.53000
2018.2886,,,,50.13000
2018.3156,,,,50.73000
2018.3428,,,,51.83000
2018.3699,,,,51.73000
2018.3971,,,,50.23000
2018.4242,,,,50.83000
2018.4513,,,,50.33000
2018.4786,,,,50.63000
2018.5057,,,,51.73000
2018.5328,,,,55.13000
2018.5600,,,,56.23000
2018.5871,,,,56.33000
2018.6144,,,,56.53000
2018.6415,,,,58.63000
2018.6686,,,,60.93000
2018.6958,,,,64.53000
2018.7229,,,,65.13000
2018.7501,,,,68.03000
2018.7772,,,,66.03000
2018.8044,,,,67.33000
2018.8315,,,,69.63000
2018.8586,,,,67.53000
2018.8858,,,,66.23000
2018.9129,,,,63.83000
2018.9401,,,,62.23000
2018.9673,,,,60.93000
2018.9944,,,,61.13000
2019.0215,,,,59.33000
2019.0486,,,,63.73000
2019.0758,,,,59.13000
2019.1030,,,,59.83000
2019.1301,,,,57.93000
2019.1463,,,,58.13000
2019.1877,,,,58.63000
2019.2115,,,,61.13000
2019.2387,,,,59.03000
2019.2596,,,,56.83000
2019.2930,,,,56.43000
2019.3202,,,,59.03000
2019.3474,,,,61.03000
2019.3744,,,,58.73000
2019.4016,,,,56.93000
2019.4287,,,,55.33000
2019.4559,,,,59.23000
2019.4830,,,,59.73000
2019.5102,,,,62.03000
2019.5374,,,,61.53000
2019.5644,,,,61.53000
2019.5917,,,,61.93000
2019.6187,,,,66.23000
2019.6459,,,,69.53000
2019.6731,,,,69.83000
2019.7001,,,,70.43000
2019.7273,,,,71.23000
2019.7545,,,,69.93000
2019.7817,,,,71.93000
2019.8088,,,,72.13000
2019.8360,,,,71.23000
2019.8631,,,,74.43000
2019.8903,,,,71.53000
2019.9174,,,,69.53000
2019.9446,,,,70.03000
2019.9717,,,,67.53000
2019.9988,,,,67.23000
2020.0260,,,,63.23000
2020.0531,,,,60.03000
2020.0749,,,,60.73000
2020.1118,,,,64.53000
2020.1346,,,,62.83000
2020.1617,,,,60.63000
2020.1889,,,,62.23000
2020.2160,,,,58.63000
2020.2432,,,,60.03000
2020.2703,,,,61.53000
2020.2975,,,,59.73000
2020.3247,,,,59.83000
2020.3518,,,,61.13000
2020.3788,,,,60.43000
2020.4061,,,,61.23000
2020.4332,,,,61.93000
2020.4595,,,,59.53000
2020.4875,,,,62.93000
2020.5147,,,,62.83000
2020.5418,,,,64.33000
2020.5689,,,,65.23000
2020.5961,,,,65.83000
2020.6232,,,,66.03000
2020.6504,,,,68.33000
2020.6775,,,,70.23000
2020.7048,,,,71.33000
2020.7318,,,,72.53000
2020.7590,,,,73.63000
2020.7817,,,,74.33000
